Kanji;Level;Grade;Strokes;UpperReading;LowerReading;MeaningEng;MeaningRus;;
詳;0;8;0;ショウ, くわしい;;;;;
誇;0;8;0;コ, ほこる;;;;;
誉;0;8;0;ヨ, ほまれ;;;;;
認;3;6;0;ニン;みと(める), したた(める);acknowledge, witness, recognize;;;
誓;0;8;0;セイ, ちかう;;;;;
誕;0;6;0;タン;;;;;
誘;0;8;0;ユウ, さそう;;;;;
誠;0;6;0;セイ, まこと;;;;;
誤;4;6;0;ゴ;あやま(る);mistake;;;
誰;3;10;0;スイ;だれ;who, someone, somebody;;;
誼;0;7;0;;;;;;
諄;0;7;0;;;;;;
請;0;8;0;シン, セイ, うける, こう;;;;;
諏;0;7;0;;;;;;
諒;0;7;0;;;;;;
諜;0;10;0;;;;;;
諦;0;9;0;;;;;;
諧;0;9;0;;;;;;
諭;0;8;0;ユ, さとす;;;;;
諮;0;8;0;シ, はかる;;;;;
諸;4;6;0;ショ;もろ;"various; many; several; together";;;
諺;0;7;0;;;;;;
諾;0;8;0;ダク;;;;;
謀;0;8;0;ボウ, ム, はかる;;;;;
謁;0;8;0;エツ;;;;;
謂;0;7;0;;;;;;
謄;0;8;0;トウ;;;;;
謎;0;10;0;;;;;;
謙;0;8;0;ケン;;;;;
講;4;5;0;コウ;;"lecture; club; association";;;
謝;0;5;0;シャ, あやまる;;;;;
謠;0;7;0;;;;;;
謡;0;8;0;ヨウ, うたい, うたう;;;;;
謹;0;8;0;キン, つつしむ;;;;;
識;3;5;0;シキ;し(る);know;;;
譜;0;8;0;フ;;;;;
警;4;6;0;ケイ;;admonish, commandment;;;
譲;0;8;0;ジョウ, ゆずる;;;;;
護;0;5;0;ゴ;;;;;
讃;0;10;0;;;;;;
讐;0;10;0;;;;;;
讓;0;7;0;;;;;;
谷;3;2;0;コク;たに, きわ(まる);valley;;;
豆;0;3;0;ズ, トウ, まめ;;;;;
豊;4;5;0;ホウ, ブ;ゆた(か), とよ;"bountiful; excellent; rich";;;
豚;0;8;0;トン, ぶた;;;;;
象;3;4;0;ショウ, ゾウ;かたど(る);"elephant; pattern after; image; shape";;;
豪;0;8;0;ゴウ;;;;;
豹;0;7;0;;;;;;
貌;0;9;0;;;;;;
貞;0;8;0;テイ;;;;;
負;3;3;0;フ;ま(ける), お(う);defeat, negative, minus, assume a responsibility;;;
財;4;5;0;ザイ, サイ, ゾク;;property, money, wealth, assets;;;
貢;0;8;0;ク, コウ, みつぐ;;;;;
貧;4;5;0;ヒン, ビン;まず(しい);poverty, poor;;;
貨;4;4;0;カ;;"freight; goods; property";;;
販;4;8;0;ハン;;marketing, sell, trade;;;
貪;0;9;0;;;;;;
貫;0;8;0;カン, つらぬく;;;;;
責;3;5;0;セキ;せ(める);blame, condemn;;;
貯;4;4;0;チョ;た(める);"savings; store";;;
貰;0;10;0;;;;;;
貴;0;6;0;キ, たっとい, たっとぶ, とうとい, とうとぶ;;;;;
貼;0;10;0;;;;;;
貿;3;5;0;ボウ;;"trade; exchange";;;
賀;0;5;0;ガ;;;;;
賃;4;6;0;チン;;;;;
賄;0;8;0;ワイ, まかなう;;;;;
賊;0;8;0;ゾク;;;;;
賑;0;10;0;;;;;;
賓;0;8;0;ヒン;;;;;
賜;0;8;0;シ, たまわる;;;;;
賞;3;4;0;ショウ;ほ(める);"prize; reward; praise";;;
賠;0;8;0;バイ;;;;;
賢;4;8;0;ケン;かしこ(い);"intelligent; wise; wisdom; cleverness";;;
賣;0;7;0;;;;;;
賦;0;8;0;フ;;;;;
賭;0;10;0;;;;;;
購;0;8;0;コウ;;;;;
贈;4;8;0;ゾウ;おく(る);"presents; send; give to; award to";;;
赦;0;8;0;シャ;;;;;
赳;0;7;0;;;;;;
赴;0;8;0;フ, おもむく;;;;;
超;4;8;0;チョウ;こ(える);"transcend; super-; ultra-";;;
越;4;8;0;エツ;こ(す);surpass, cross over, move to, exceed;;;
趣;0;8;0;シュ, おもむき;;;;;
距;0;8;0;キョ;;;;;
跡;4;8;0;セキ;あと;"tracks; mark; print; impression";;;
跨;0;10;0;;;;;;
跳;0;8;0;チョウ, とぶ, はねる;;;;;
践;0;8;0;セン;;;;;
踊;4;8;0;ヨウ;おど(る);"jump; dance; leap; skip";;;
踏;0;8;0;トウ, ふまえる, ふむ;;;;;
踪;0;9;0;;;;;;
蹄;0;7;0;;;;;;
蹟;0;7;0;;;;;;
蹴;0;10;0;;;;;;
躍;0;8;0;ヤク, おどる;;;;;
身;3;3;0;シン;み;somebody, person;;;
軌;0;8;0;キ;;;;;
軍;3;4;0;グン;;army, force, troops;;;
軒;4;8;0;ケン;のき;"flats; counter for houses";;;
軟;4;8;0;ナン;やわ(らかい);soft;;;
軸;0;8;0;ジク;;;;;
載;0;8;0;サイ, のせる, のる;;;;;
輔;0;7;0;;;;;;
輝;0;8;0;キ, かがやく;;;;;
輩;0;8;0;ハイ;;;;;
輪;4;4;0;リン;わ;"wheel; ring; circle; link; loop; counter for wheels and flowers";;;
輯;0;7;0;;;;;;
輸;3;5;0;ユ, シュ;;transport, send, be inferior;;;
輿;0;7;0;;;;;;
轄;0;8;0;カツ;;;;;
轉;0;7;0;;;;;;
轍;0;10;0;;;;;;
轟;0;7;0;;;;;;
辛;4;8;0;シン;から(い), つら(い);"spicy; hot";;;
辣;0;9;0;;;;;;
辰;0;10;0;;;;;;
辱;0;8;0;ジョク, はずかしめる;;;;;
辺;3;4;0;ヘン;あた(り), ほと(り);"environs; boundary; border; vicinity";;;
辻;0;10;0;;;;;;
込;3;8;0;-;こ(む);crowded, mixture;;;
辿;0;7;0;;;;;;
迂;0;10;0;;;;;;
迄;0;7;0;;;;;;
迅;0;8;0;ジン;;;;;
迎;4;8;0;ゲイ;むか(える);welcome, meet, greet;;;
迦;0;7;0;;;;;;
迪;0;7;0;;;;;;
迫;0;8;0;ハク, せまる;;;;;
迭;0;8;0;テツ;;;;;
述;4;5;0;ジュツ;の(べる);"mention; state; speak";;;
迷;3;5;0;メイ;まよ(う);astray, be perplexed, in doubt, lost;;;
追;3;3;0;ツイ;お(う);chase, drive away;;;
逃;4;8;0;トウ;に(げる), のが(す);escape, flee;;;
逆;3;5;0;ギャク;さか(らう);"inverted; reverse; opposite";;;
透;0;8;0;トウ, すかす, すく, すける;;;;;
逐;0;8;0;チク;;;;;
逓;0;8;0;テイ;;;;;
途;4;8;0;ト;みち;route, way, road;;;
逗;0;7;0;;;;;;
這;0;10;0;;;;;;
逝;0;8;0;セイ, ゆく;;;;;
逞;0;7;0;;;;;;
造;3;5;0;ゾウ;つく(る);"create; make; structure; physique";;;
逢;0;7;0;;;;;;
逮;0;8;0;タイ;;;;;
逸;0;8;0;イツ;;;;;
遁;0;7;0;;;;;;
遂;0;8;0;スイ, とげる;;;;;
遇;0;8;0;グウ;;;;;
遍;0;8;0;ヘン;;;;;
達;3;4;0;タツ, ダ;#ИМЯ?;accomplished, reach, arrive, attain;;;
遙;0;7;0;;;;;;
遜;0;9;0;;;;;;
遡;0;7;0;;;;;;
遣;0;8;0;ケン, つかう, つかわす;;;;;
遥;0;7;0;;;;;;
遭;0;8;0;ソウ, あう;;;;;
遮;0;8;0;シャ, さえぎる;;;;;
遵;0;8;0;ジュン;;;;;
遷;0;8;0;セン;;;;;
遺;0;6;0;イ, ユイ;;;;;
遼;0;7;0;;;;;;
避;0;8;0;ヒ, さける;;;;;
還;0;8;0;カン;;;;;
邑;0;7;0;;;;;;
那;0;10;0;;;;;;
邦;0;8;0;ホウ;;;;;
邪;0;8;0;ジャ;;;;;
邸;0;8;0;テイ;;;;;
郁;0;7;0;;;;;;
郊;4;8;0;コウ;;outskirts, suburbs, rural area;;;
郎;0;8;0;ロウ;;;;;
郡;0;4;0;グン;;;;;
郭;0;8;0;カク;;;;;
郵;4;6;0;ユウ;;"mail; stagecoach stop";;;
郷;0;6;0;キョウ, ゴウ;;;;;
鄭;0;7;0;;;;;;
酉;0;10;0;;;;;;
酌;0;8;0;シャク, くむ;;;;;
酎;0;10;0;;;;;;
酔;0;8;0;スイ, よう;;;;;
酢;0;8;0;サク, す;;;;;
酪;0;8;0;ラク;;;;;
酬;0;8;0;シュウ;;;;;
酵;0;8;0;コウ;;;;;
酷;0;8;0;コク;;;;;
酸;0;5;0;サン, すい;;;;;
醇;0;7;0;;;;;;
醉;0;7;0;;;;;;
醍;0;7;0;;;;;;
醐;0;7;0;;;;;;
醒;0;10;0;;;;;;
醜;0;8;0;シュウ, みにくい;;;;;
醤;0;10;0;;;;;;
醬;0;7;0;;;;;;
醸;0;8;0;ジョウ, かもす;;;;;
釀;0;7;0;;;;;;
采;0;10;0;;;;;;
釈;0;8;0;シャク;;;;;
釉;0;7;0;;;;;;
里;0;2;0;リ, さと;;;;;
量;3;4;0;リョウ;はか(る);"quantity; measure; weight; amount";;;
釘;0;7;0;;;;;;
釜;0;10;0;;;;;;
針;4;6;0;シン;はり;"needle; pin; staple; stinger";;;
釣;0;8;0;チョウ, つる;;;;;
釧;0;7;0;;;;;;
鈍;4;8;0;ドン;にぶ(い), なまく(ら);"dull; slow; foolish; blunt";;;
鈴;0;8;0;リン, レイ, すず;;;;;
鉛;0;8;0;エン, なまり;;;;;
鉢;0;8;0;ハチ, ハツ;;;;;
鉱;4;5;0;コウ;あらがね;"mineral; ore";;;
銃;0;8;0;ジュウ;;;;;
銅;4;5;0;ドウ;あかがね;copper;;;
銑;0;8;0;セン;;;;;
銘;0;8;0;メイ;;;;;
銚;0;10;0;;;;;;
銭;0;5;0;セン, ぜに;;;;;
鋒;0;7;0;;;;;;
鋭;4;8;0;エイ;するど(い);"pointed; sharpness; edge; weapon; sharp; violent";;;
鋳;0;8;0;チュウ, いる;;;;;
鋸;0;7;0;;;;;;
鋼;0;6;0;コウ, はがね;;;;;
錆;0;7;0;;;;;;
錐;0;7;0;;;;;;
錘;0;8;0;スイ, つむ;;;;;
錠;0;8;0;ジョウ;;;;;
錦;0;10;0;;;;;;
錫;0;10;0;;;;;;
錬;0;8;0;レン;;;;;
錯;0;8;0;サク;;;;;
録;4;4;0;ロク;と(る);record;;;
鍋;0;10;0;;;;;;
鍛;0;8;0;タン, きたえる;;;;;
鍬;0;7;0;;;;;;
鍵;0;10;0;;;;;;
鎌;0;10;0;;;;;;
鎖;0;8;0;サ, くさり;;;;;
鎧;0;7;0;;;;;;
鎭;0;7;0;;;;;;
鎮;0;8;0;チン, しずまる, しずめる;;;;;
鏡;0;4;0;キョウ, かがみ;;;;;
鐘;0;8;0;ショウ, かね;;;;;
鑄;0;7;0;;;;;;
鑑;0;8;0;カン;;;;;
閃;0;10;0;;;;;;
閏;0;10;0;;;;;;
閑;0;8;0;カン;;;;;
閣;0;6;0;カク;;;;;
閤;0;7;0;;;;;;
閥;0;8;0;バツ;;;;;
閲;0;8;0;エツ;;;;;
闇;0;10;0;;;;;;
闘;0;8;0;トウ, たたかう;;;;;
阜;0;9;0;;;;;;
阪;3;9;0;ハン;さか;heights, slope;;;
防;3;5;0;ボウ;ふせ(ぐ);"ward off; defend; protect; resist";;;
阻;0;8;0;ソ, はばむ;;;;;
阿;0;10;0;;;;;;
陀;0;7;0;;;;;;
附;0;8;0;フ;;;;;
限;3;5;0;ゲン;かぎ(る);limit, restrict;;;
陛;0;6;0;ヘイ;;;;;
陣;0;8;0;ジン;;;;;
除;4;6;0;ジョ, ジ;のぞ(く);exclude, remove;;;
陥;0;8;0;カン, おちいる, おとしいれる;;;;;
陪;0;8;0;バイ;;;;;
陰;0;8;0;イン, かげ, かげる;;;;;
陳;0;8;0;チン;;;;;
陵;0;8;0;リョウ, みささぎ;;;;;
陶;0;8;0;トウ;;;;;
陷;0;7;0;;;;;;
陸;4;4;0;リク, ロク;おか;"land; six";;;
険;3;5;0;ケン;けわ(しい);precipitous, inaccessible place;;;
陽;3;3;0;ヨウ;ひ;sunshine, positive;;;
隅;4;8;0;グウ;すみ;"corner; nook";;;
隆;0;8;0;リュウ;;;;;
隈;0;10;0;;;;;;
隊;4;4;0;タイ;;;;;
随;0;8;0;ズイ;;;;;
隔;0;8;0;カク, へだたる, へだてる;;;;;
隙;0;10;0;;;;;;
際;3;5;0;サイ;きわ;occasion, time;;;
障;0;6;0;ショウ, さわる;;;;;
隠;0;8;0;イン, かくす, かくれる;;;;;
隣;0;8;0;リン, となり, となる;;;;;
險;0;7;0;;;;;;
隷;0;8;0;レイ;;;;;
隻;4;8;0;セキ;;"vessels; counter for ships; fish; one of a pair";;;
隼;0;10;0;;;;;;
雀;0;10;0;;;;;;
雁;0;10;0;;;;;;
雄;0;8;0;ユウ, お, おす;;;;;
雅;0;8;0;ガ;;;;;
雇;4;8;0;コ;やと(う);"employ; hire";;;
雌;0;8;0;シ, め, めす;;;;;
雛;0;10;0;;;;;;
雜;0;7;0;;;;;;
雫;0;7;0;;;;;;
雰;0;8;0;フン;;;;;
零;4;8;0;レイ;ぜろ;"zero; spill; overflow; nothing";;;
雷;0;8;0;ライ, かみなり;;;;;
需;0;8;0;ジュ;;;;;
震;4;8;0;シン;ふる(う);"quake; shake; tremble; quiver";;;
霊;0;8;0;リョウ, レイ, たま;;;;;
霜;0;8;0;ソウ, しも;;;;;
霞;0;10;0;;;;;;
霧;0;8;0;ム, きり;;;;;
露;0;8;0;ロ, ロウ, つゆ;;;;;
靖;0;7;0;;;;;;
靜;0;7;0;;;;;;
革;4;6;0;カク;かわ;"leather; skin; reform; become serious";;;
靴;4;8;0;カ;くつ;shoes;;;
鞄;0;10;0;;;;;;
鞍;0;10;0;;;;;;
鞘;0;7;0;;;;;;
鞠;0;7;0;;;;;;
鞭;0;7;0;;;;;;
韓;0;10;0;;;;;;
韻;0;8;0;イン;;;;;
響;0;8;0;キョウ, ひびく;;;;;
頁;0;7;0;;;;;;
頂;4;6;0;チョウ;いただ(く);receive, top, summit, peak;;;
頃;0;10;0;;;;;;
項;0;8;0;コウ;;;;;
順;3;4;0;ジュン;;"obey; order; turn; occasion";;;
須;0;10;0;;;;;;
頌;0;7;0;;;;;;
預;4;5;0;ヨ;あず(ける);"deposit; custody; leave with; entrust to";;;
頑;0;8;0;ガン;;;;;
頒;0;8;0;ハン;;;;;
頓;0;10;0;;;;;;
頗;0;7;0;;;;;;
領;4;5;0;リョウ;;jurisdiction, dominion;;;
頬;0;10;0;;;;;;
頰;0;7;0;;;;;;
頻;0;8;0;ヒン;;;;;
頼;4;8;0;ライ;たの(む), たよ(る);trust, request;;;
額;3;5;0;ガク;ひたい;"forehead; tablet; framed picture; sum; amount; volume";;;
顎;0;9;0;;;;;;
顕;0;8;0;ケン;;;;;
顛;0;7;0;;;;;;
顧;0;8;0;コ, かえりみる;;;;;
顯;0;7;0;;;;;;
颯;0;7;0;;;;;;
飜;0;7;0;;;;;;
飢;0;8;0;キ, うえる;;;;;
飼;0;5;0;シ, かう;;;;;
飽;0;8;0;ホウ, あかす, あきる;;;;;
飾;0;8;0;ショク, かざる;;;;;
餅;0;9;0;;;;;;
養;0;4;0;ヨウ, やしなう;;;;;
餌;0;10;0;;;;;;
餓;0;8;0;ガ;;;;;
饗;0;7;0;;;;;;
首;2;2;0;シュ;くび;neck;;;
香;4;8;0;コウ, キョウ;かお(り);"incense; smell; perfume";;;
馨;0;7;0;;;;;;
馳;0;10;0;;;;;;
馴;0;7;0;;;;;;
駄;0;8;0;ダ;;;;;
駆;0;8;0;ク, かける, かる;;;;;
駈;0;7;0;;;;;;
駐;4;8;0;チュウ;;"stop-over; reside in; resident";;;
駒;0;10;0;;;;;;
駕;0;7;0;;;;;;
駿;0;7;0;;;;;;
騎;0;8;0;キ;;;;;
騒;0;8;0;ソウ, さわぐ;;;;;
騰;0;8;0;トウ;;;;;
騷;0;7;0;;;;;;
驍;0;7;0;;;;;;
驗;0;7;0;;;;;;
骨;4;6;0;コツ;ほね;"skeleton; bone; remains; frame";;;
骸;0;9;0;;;;;;
髄;0;8;0;ズイ;;;;;
髪;4;8;0;ハツ;かみ;hair (on the head);;;
髭;0;10;0;;;;;;
髮;0;7;0;;;;;;
鬱;0;9;0;;;;;;
鬼;0;8;0;キ;おに;;;;
魁;0;7;0;;;;;;
魂;0;8;0;コン;たましい;;;;
魅;0;8;0;ミ;;;;;
魔;0;8;0;マ;;;;;
魯;0;7;0;;;;;;
鮎;0;7;0;;;;;;
鮮;0;8;0;セン;あざやか;;;;
鯉;0;10;0;;;;;;
鯛;0;10;0;;;;;;
鯨;0;8;0;ゲイ;くじら;;;;
鰯;0;10;0;;;;;;
鱈;0;10;0;;;;;;
鱒;0;7;0;;;;;;
鱗;0;7;0;;;;;;
鳩;0;10;0;;;;;;
鳳;0;7;0;;;;;;
鳴;3;2;0;メイ;な(る);chirp, cry, bark;;;
鳶;0;7;0;;;;;;
鴨;0;10;0;;;;;;
鴻;0;7;0;;;;;;
鵜;0;10;0;;;;;;
鵬;0;7;0;;;;;;
鶏;0;8;0;ケイ;にわとり;;;;
鶴;0;10;0;;;;;;
鷄;0;7;0;;;;;;
鷗;0;7;0;;;;;;
鷲;0;7;0;;;;;;
鷹;0;10;0;;;;;;
鷺;0;7;0;;;;;;
鹿;0;10;0;;;;;;
麒;0;7;0;;;;;;
麓;0;9;0;;;;;;
麗;0;8;0;レイ;うるわしい;;;;
麟;0;7;0;;;;;;
麦;4;2;0;バク;むぎ;"barley; wheat";;;
麹;0;10;0;;;;;;
麺;0;9;0;;;;;;
麻;0;8;0;マ;あさ;;;;
麿;0;7;0;;;;;;
黄;4;2;0;コウ, オウ;き;yellow;;;
黎;0;7;0;;;;;;
默;0;7;0;;;;;;
黙;0;8;0;モク;だまる;;;;
黛;0;10;0;;;;;;
鼎;0;7;0;;;;;;
鼓;0;8;0;コ;つづみ;;;;
鼻;3;3;0;ビ;はな;"nose; snout";;;
齊;0;7;0;;;;;;
齢;4;8;0;レイ;よわい, とし;age;;;
龍;0;7;0;;;;;;
